condition,i,j,cosine
dense,23,25,0.4462525248527527
dense,23,26,0.4770258069038391
dense,23,27,0.21482035517692566
dense,23,28,0.17564710974693298
dense,23,29,0.40372908115386963
dense,24,25,0.3818216919898987
dense,24,26,0.5807656645774841
dense,24,27,0.3062800168991089
dense,24,28,0.2531094253063202
dense,24,29,0.43440574407577515
dense,25,26,0.43629807233810425
dense,25,27,0.06883658468723297
dense,25,28,0.1505889594554901
dense,25,29,0.27086758613586426
dense,26,27,0.3812904357910156
dense,26,28,0.39576324820518494
dense,26,29,0.5636626482009888
dense,27,28,0.3734339475631714
dense,27,29,0.5281731486320496
dense,28,29,0.36727917194366455
